"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 11:07:30 GMT 2023","Fri Apr 21 11:07:32 GMT 2023","2487","test","test_conduit","TestConduit","","","test_write_data",""
"passed","Fri Apr 21 11:06:47 GMT 2023","Fri Apr 21 11:06:49 GMT 2023","2364","test","test_conduit","TestConduit","","","test_all_pages",""
"passed","Fri Apr 21 11:07:33 GMT 2023","Fri Apr 21 11:07:37 GMT 2023","3313","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Apr 21 11:06:57 GMT 2023","Fri Apr 21 11:07:06 GMT 2023","9336","test","test_conduit","TestConduit","","","test_read_data",""
"passed","Fri Apr 21 11:07:08 GMT 2023","Fri Apr 21 11:07:17 GMT 2023","9459","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Fri Apr 21 11:07:18 GMT 2023","Fri Apr 21 11:07:28 GMT 2023","10086","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Fri Apr 21 11:06:29 GMT 2023","Fri Apr 21 11:06:35 GMT 2023","5602","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Apr 21 11:06:41 GMT 2023","Fri Apr 21 11:06:42 GMT 2023","1072","test","test_conduit","TestConduit","","","test_data_cookies",""
"passed","Fri Apr 21 11:06:36 GMT 2023","Fri Apr 21 11:06:40 GMT 2023","4292","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Apr 21 11:06:51 GMT 2023","Fri Apr 21 11:06:56 GMT 2023","5121","test","test_conduit","TestConduit","","","test_new_data",""
"passed","Fri Apr 21 11:06:43 GMT 2023","Fri Apr 21 11:06:46 GMT 2023","2401","test","test_conduit","TestConduit","","","test_list_data",""
