"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 11:53:01 GMT 2023","Fri Apr 21 11:53:02 GMT 2023","1065","test","test_conduit","TestConduit","","","test_data_cookies",""
"passed","Fri Apr 21 11:52:56 GMT 2023","Fri Apr 21 11:53:00 GMT 2023","4247","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Apr 21 11:53:51 GMT 2023","Fri Apr 21 11:53:55 GMT 2023","3280","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Apr 21 11:53:07 GMT 2023","Fri Apr 21 11:53:09 GMT 2023","2326","test","test_conduit","TestConduit","","","test_all_pages",""
"passed","Fri Apr 21 11:53:16 GMT 2023","Fri Apr 21 11:53:26 GMT 2023","10086","test","test_conduit","TestConduit","","","test_read_data",""
"passed","Fri Apr 21 11:53:37 GMT 2023","Fri Apr 21 11:53:47 GMT 2023","9919","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Fri Apr 21 11:52:49 GMT 2023","Fri Apr 21 11:52:55 GMT 2023","5390","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Apr 21 11:53:48 GMT 2023","Fri Apr 21 11:53:50 GMT 2023","2436","test","test_conduit","TestConduit","","","test_write_data",""
"passed","Fri Apr 21 11:53:10 GMT 2023","Fri Apr 21 11:53:15 GMT 2023","4512","test","test_conduit","TestConduit","","","test_new_data",""
"passed","Fri Apr 21 11:53:03 GMT 2023","Fri Apr 21 11:53:06 GMT 2023","2376","test","test_conduit","TestConduit","","","test_list_data",""
"passed","Fri Apr 21 11:53:27 GMT 2023","Fri Apr 21 11:53:36 GMT 2023","8710","test","test_conduit","TestConduit","","","test_modify_data",""
