"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 12:00:33 GMT 2023","Fri Apr 21 12:00:34 GMT 2023","1084","test","test_conduit","TestConduit","","","test_data_cookies",""
"passed","Fri Apr 21 12:00:21 GMT 2023","Fri Apr 21 12:00:27 GMT 2023","5472","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Apr 21 12:01:27 GMT 2023","Fri Apr 21 12:01:31 GMT 2023","3392","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Apr 21 12:00:43 GMT 2023","Fri Apr 21 12:00:48 GMT 2023","5667","test","test_conduit","TestConduit","","","test_new_data",""
"passed","Fri Apr 21 12:01:24 GMT 2023","Fri Apr 21 12:01:26 GMT 2023","2591","test","test_conduit","TestConduit","","","test_write_data",""
"passed","Fri Apr 21 12:01:12 GMT 2023","Fri Apr 21 12:01:23 GMT 2023","10256","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Fri Apr 21 12:00:36 GMT 2023","Fri Apr 21 12:00:38 GMT 2023","2454","test","test_conduit","TestConduit","","","test_list_data",""
"passed","Fri Apr 21 12:01:00 GMT 2023","Fri Apr 21 12:01:11 GMT 2023","10738","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Fri Apr 21 12:00:39 GMT 2023","Fri Apr 21 12:00:42 GMT 2023","2409","test","test_conduit","TestConduit","","","test_all_pages",""
"passed","Fri Apr 21 12:00:28 GMT 2023","Fri Apr 21 12:00:32 GMT 2023","4365","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Apr 21 12:00:50 GMT 2023","Fri Apr 21 12:00:59 GMT 2023","9607","test","test_conduit","TestConduit","","","test_read_data",""
