"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 11 13:04:52 GMT 2023","Tue Apr 11 13:05:02 GMT 2023","10090","test","test_conduit","TestConduit","","","test_read_data",""
"passed","Tue Apr 11 13:04:13 GMT 2023","Tue Apr 11 13:04:20 GMT 2023","6225","test","test_conduit","TestConduit","","","test_registration",""
"passed","Tue Apr 11 13:05:35 GMT 2023","Tue Apr 11 13:05:39 GMT 2023","3378","test","test_conduit","TestConduit","","","test_logout",""
"passed","Tue Apr 11 13:04:43 GMT 2023","Tue Apr 11 13:04:50 GMT 2023","6330","test","test_conduit","TestConduit","","","test_new_data",""
"passed","Tue Apr 11 13:04:22 GMT 2023","Tue Apr 11 13:04:27 GMT 2023","4428","test","test_conduit","TestConduit","","","test_login",""
"passed","Tue Apr 11 13:05:17 GMT 2023","Tue Apr 11 13:05:28 GMT 2023","11276","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Tue Apr 11 13:04:34 GMT 2023","Tue Apr 11 13:04:36 GMT 2023","2501","test","test_conduit","TestConduit","","","test_list_data",""
"passed","Tue Apr 11 13:05:04 GMT 2023","Tue Apr 11 13:05:14 GMT 2023","10055","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Tue Apr 11 13:05:30 GMT 2023","Tue Apr 11 13:05:33 GMT 2023","2573","test","test_conduit","TestConduit","","","test_write_data",""
"passed","Tue Apr 11 13:04:38 GMT 2023","Tue Apr 11 13:04:41 GMT 2023","2426","test","test_conduit","TestConduit","","","test_all_pages",""
"passed","Tue Apr 11 13:04:29 GMT 2023","Tue Apr 11 13:04:31 GMT 2023","2085","test","test_conduit","TestConduit","","","test_data_cookies",""
