"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 11:27:37 GMT 2023","Fri Apr 21 11:27:46 GMT 2023","8770","test","test_conduit","TestConduit","","","test_read_data",""
"passed","Fri Apr 21 11:27:47 GMT 2023","Fri Apr 21 11:27:57 GMT 2023","9905","test","test_conduit","TestConduit","","","test_modify_data",""
"passed","Fri Apr 21 11:27:28 GMT 2023","Fri Apr 21 11:27:30 GMT 2023","2360","test","test_conduit","TestConduit","","","test_all_pages",""
"passed","Fri Apr 21 11:27:10 GMT 2023","Fri Apr 21 11:27:15 GMT 2023","5430","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Apr 21 11:28:12 GMT 2023","Fri Apr 21 11:28:15 GMT 2023","3319","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Apr 21 11:28:08 GMT 2023","Fri Apr 21 11:28:11 GMT 2023","2480","test","test_conduit","TestConduit","","","test_write_data",""
"passed","Fri Apr 21 11:27:16 GMT 2023","Fri Apr 21 11:27:21 GMT 2023","4279","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Apr 21 11:27:58 GMT 2023","Fri Apr 21 11:28:07 GMT 2023","9595","test","test_conduit","TestConduit","","","test_delete_data",""
"passed","Fri Apr 21 11:27:22 GMT 2023","Fri Apr 21 11:27:23 GMT 2023","1075","test","test_conduit","TestConduit","","","test_data_cookies",""
"passed","Fri Apr 21 11:27:24 GMT 2023","Fri Apr 21 11:27:26 GMT 2023","2411","test","test_conduit","TestConduit","","","test_list_data",""
"passed","Fri Apr 21 11:27:31 GMT 2023","Fri Apr 21 11:27:36 GMT 2023","4549","test","test_conduit","TestConduit","","","test_new_data",""
